t,ret,sigma2_true
73,-0.018028027945033536,0.00022701279833890658
74,-0.011826636658922696,0.0002703137963182854
75,-0.015327679079319737,0.00023818735811769934
76,-0.0028958437379491128,0.0002481504827074792
77,0.022289694881210256,0.0002156166512231921
78,-0.016337030037478356,0.00027266264778120873
79,-0.006148305255456529,0.0003424241388399218
80,0.001343901716436972,0.0002910460437396569
81,-0.004012428549453476,0.00024951684409076487
82,-0.000935195839147641,0.00022227603128549314
83,0.004457874379087277,0.00019527080617995105
84,-0.0034585749214872162,0.000177177032282612
85,0.03476034327387669,0.0001644283387550971
86,-0.04515419676060085,0.0004054492084568653
87,-0.055205296663366356,0.000950210662703991
88,0.0027688108121595623,0.0010144649588031509
89,0.02445680690536503,0.0008506579639875611
90,0.04908746971464645,0.0007331503431961121
91,-0.03069589522862251,0.0009356005165647855
92,-0.00032672259854163335,0.0010957919793901831
93,0.012036280952847396,0.0009384969721898342
94,-0.012304868563681997,0.0007700331079270826
95,0.02547405437971106,0.0006765492369049462
96,-0.0004776409689521777,0.0007395933610082783
97,-0.01653871124479696,0.0006233008821554988
98,-0.00018341601959889265,0.0005407157409751916
99,0.0012544124614158158,0.0004507550297245594
100,-0.027215126897718257,0.00037565069032877987
101,-0.0400022716376364,0.00046248940026441385
102,-0.00906624012711096,0.0005735609620807022
103,-0.006456780280079559,0.00047232760290869555
104,-0.021362787201811572,0.0004113480533233304
105,0.01550812755329921,0.00042717659150518286
106,0.023114610022853067,0.0004420089882590602
107,0.016291085562739057,0.0004113267431670022
108,0.003989458487876017,0.00037001782853463277
109,0.02007216898885381,0.0003129791860107194
110,0.00472202572121484,0.0003545671564163146
111,0.012115743790436029,0.00029964305985340944
112,0.02099301412663741,0.00029281988349713655
113,0.0052331213092947325,0.000312901764970564
114,-0.0022201160532051294,0.00026674262880799573
115,0.0055903529920945105,0.00023032633272647725
116,0.008778339756566403,0.0002112314212483667
117,0.0004990056292312253,0.00019512296924124422
118,-0.011242731787595318,0.00017415511795776297
119,0.0004495289889398485,0.00017650908731306944
120,-0.0010863710839417052,0.0001622107595901353
121,-0.005646375775012651,0.00014959189938478022
122,-0.01306976769476175,0.00014318658751201303
123,0.00015404769466465242,0.00015821180646614718
124,-0.022763201848057687,0.00014680794414992504
125,-0.02969425767010239,0.00025430011402398015
126,0.019794997182604003,0.00031870924212996167
127,0.0026662953339806816,0.00039473378919711324
128,1.736302834006803e-05,0.0003438302355026223
129,0.019204182661642748,0.00029206598709621595
130,0.009034063878024419,0.00032402155552238663
131,-0.00021520841859665337,0.0002772730794799292
132,0.03306805140663326,0.00023857389896874925
133,0.0017761225766919652,0.0004370078253643193
134,0.02741406380784809,0.00037825452884061823
135,0.036380981601513956,0.0005154094650693449
136,-0.02348367167990785,0.0005786625745920203
137,-0.03360645290188192,0.000653353628603357
138,-0.00784647163686501,0.0006165449329922397
139,-0.01294264963440277,0.0005062814379326417
140,0.012817863887672159,0.00046704127602944
141,0.010568958886726878,0.0004346988431064494
142,-0.022431446008630576,0.000366676135012841
143,-0.017257013567963064,0.0004165155576685043
144,0.008350930875193719,0.0003627233217291254
145,-0.015661283204984465,0.00032567382821500483
146,-0.0017571359748613598,0.0003609469787510109
147,0.004738156349108748,0.0003082393796757008
148,0.00868525215357338,0.00026450179027299954
149,-0.0134715534417304,0.0002377518865997936
150,-0.0046342478101935635,0.00025293042613962603
151,-0.02183956597498971,0.0002195383612313589
152,0.008050023689262636,0.0002903749293131205
153,0.011050515024780138,0.0002868323461396117
154,-0.001516991824756907,0.0002511400301999791
155,-0.02043324522420218,0.00022054429092585828
156,0.01917972712396983,0.00025751803060060797
157,-0.0211297324960168,0.0003452495386329409
158,0.0005826704234753577,0.0004678577851686141
159,0.026290622188931665,0.0004084904272056675
160,0.030941353307675824,0.00044150396469439245
161,0.02207306788434349,0.0004686700282825949
162,0.02706618296823674,0.0004426427529160389
163,-0.004740003737684977,0.0004899276631337931
164,-0.01645289924912192,0.0004239616012567255
165,-0.0008679539741299763,0.00037625491159994377
166,0.0013163653730399072,0.00031890617579135764
167,0.003244543017846465,0.00027158783856653327
168,-0.0025500254209005293,0.0002354908546015462
169,-0.01030736863009933,0.0002077817935541091
170,-0.005436567476509737,0.00019935091979796012
171,-0.0030784607462012847,0.00017849853879720628
172,0.014389368077279856,0.0001624620313698738
173,-0.01999922656827772,0.00018828350288814538
174,0.008178257315567615,0.00028756051630030076
175,0.0096504801842113,0.00029965805448699094
176,0.03277440404842427,0.00025924584984220406
177,0.05274073306949245,0.0004095627142405678
178,0.06491413547265154,0.0007163060327503542
179,0.0060409064084694436,0.0011392431225590467
180,-0.017112738811481242,0.0009242954865350758
181,0.012592055868341112,0.000763300370807334
182,-0.015354927296678304,0.0006896809802220561
183,-0.0317304094781275,0.0006559613811729459
184,0.01401049691004304,0.0006569364061984638
185,0.03370136492875791,0.0006255960761016311
186,0.015099641601282363,0.0006270436331499259
187,0.040064360939698916,0.0005234148313366471
188,-0.04896120521817479,0.0007503148658486154
189,-0.06841654994529169,0.0012778449965557168
190,-0.04886366820572894,0.0014504198081603857
191,-0.03944377638254622,0.0014041871015223694
192,0.029491056842252294,0.0013634886130541293
193,-0.005901240098638314,0.0013161379861989443
194,-0.060230199803377835,0.0011438802684643474
195,-0.052316985585030146,0.00147577570333611
196,0.04077675876994036,0.0014133941096624797
197,0.06526029744316061,0.0015657576531656655
198,0.01446984363353506,0.001632551180454574
199,0.02271635805031244,0.0013070404789728364
200,-0.030820765611846317,0.0012063643626296823
201,-0.05332176768402871,0.0012133597169748424
202,-0.06006049338477379,0.0012866214984501717
203,-0.010614941879155041,0.0014841504072282822
204,0.011113951792024363,0.0011899939588098606
205,-0.004884927885635325,0.0009627287862473587
206,0.004431165431341182,0.0007980515728349065
207,0.024371139545856315,0.0006604428324935212
208,0.024911607107022938,0.0006353821155612308
209,0.02691608549840234,0.0005835442016255805
210,0.01531160192305114,0.0005819521014125893
211,-0.002214725732573205,0.0005016200939090448
212,-0.0018085779095345336,0.0004168274665131068
213,0.03466825077253798,0.0003489023414546915
214,-0.02662927005540005,0.0005282394338217906
215,-0.07270699576566898,0.0007077711786313496
216,0.007912216006713662,0.001245668918518646
217,0.06150474360110402,0.001133313325901216
218,0.02468495131392621,0.0013478258748916695
219,0.026822060765065596,0.0010917007059291343
220,-0.006321913268384938,0.0010405575087876107
221,0.026952416098103824,0.0008622918003898834
222,0.07369060190339616,0.0009101728201451624
223,-0.0093035070813003,0.0015317701900382803
224,-0.04854504045503526,0.0013758662872558282
225,-0.015380399703922316,0.001326986610888201
226,0.07275136813575171,0.001066717185208431
227,0.08742025033523003,0.0017963082060655112
228,0.10376456947865505,0.0021854190928889206
229,0.04697979195547933,0.0032348141486411982
230,0.017270221255480025,0.002727899844955286
231,-0.03689543146083705,0.0022403841390143528
232,-0.06757643358724487,0.002018625113835024
233,-0.04273282700425444,0.002159114559936169
234,-0.011873847917215238,0.0018688097524047302
235,0.06339088051326817,0.0015098332224437068
236,-0.009699563953207573,0.0019078402764248204
237,-0.036521824449139324,0.0017099895980319218
238,-0.027748395641289447,0.0014741874975719722
239,0.016132990225381155,0.001244174022773348
240,-0.009057322429482964,0.0010696228816049324
241,-0.003957545030371998,0.0009281763462073805
242,-0.02300337405264679,0.0007520458801992928
243,-0.0017935057265940219,0.0007160885441724231
244,0.012199617490251422,0.0005887059365681343
245,0.019849194483295935,0.0005000526119580816
246,-0.00859917487738108,0.0004620349714502691
247,0.011873671377052829,0.00041567194413895126
248,0.03952346253667492,0.0004074437327941768
249,0.03431256329555166,0.0005693691281553778
250,0.06222100075350397,0.0005790155699171371
251,-0.029614241351814945,0.0011179661054908738
252,-0.02591041755019545,0.001262848758746109
253,-0.014782181138405926,0.0010247838822637603
254,0.017938546748348116,0.0008529425148583995
255,-0.011782477488965323,0.0007574338270678847
256,0.006254729105561261,0.0006911265241991131
257,0.0296535010034326,0.0005958350673458595
258,0.00471439614110168,0.0006179427364007753
259,-0.0420242027099198,0.0005094185130843141
260,-0.03130901144622075,0.0007102925042987328
261,-0.018921852158281276,0.0006391992018550534
262,0.002584495969934546,0.0005721705504023535
263,-0.015166962330287725,0.0004733846415087415
264,-0.021022130030708634,0.00046198485169419653
265,-0.06006302688858793,0.0004328270365060786
266,-0.0044076769132989305,0.0009614899483871245
267,0.03412178282483752,0.0008004422920565754
268,0.034768421313248726,0.0007807743529072272
269,0.009293812964354204,0.000741651178891488
270,0.016302249717070994,0.0006076026434993373
271,0.015018084812595341,0.0005675184382052025
272,0.004304621454619612,0.0004924909162759734
273,0.01251119526124976,0.00040918634950291405
274,0.025838056633242897,0.0003777459521057584
275,-0.006746210549133811,0.00041613651886875254
276,-0.03186404593167605,0.0003792352619434579
277,-0.007419718361115402,0.0004456561888206175
278,0.006521755508959943,0.00037166471326175804
279,0.0325625789000505,0.0003157408845159739
280,-0.015197450304379587,0.0004343594306112989
281,-0.027735043074720966,0.00047494028350261486
282,-0.033657116759936226,0.0004558848551743288
283,0.013235552679871077,0.0005241792274161298
284,0.0166360104454515,0.0005043400585297673
285,-0.001972402704740262,0.00042763088453383373
286,0.04569727474079798,0.0003619431478926403
287,0.03632897704656166,0.0007642394864196563
288,-0.0020520046541513148,0.0007144061437224973
289,0.0030339215928671514,0.0005902381157955924
290,-0.02070409380993443,0.0005021930120784345
291,0.010422248676700453,0.0005083633351971128
292,0.035279583278227555,0.0004780896780301121
293,0.046139237282224396,0.0005558589331357304
294,-0.02205078419145006,0.0007189675980269152
295,-0.027501874296162923,0.0007679675110662032
296,0.014945414886263575,0.0006599140913617701
297,0.013176945132671408,0.0006166343907514972
298,0.031835609685356606,0.0005095167735173006
299,0.0013716488809218507,0.0005955651661952268
300,-0.012824601069397246,0.00049730191174248
301,-0.0021951177285695627,0.0004250137353613205
302,0.010115488182462747,0.0003557910548022213
303,-0.005931029551767381,0.0003152235526578921
304,-0.0100314720351559,0.00028543492710957834
305,0.020987317848222976,0.00025337225930992534
306,-0.014001456134236565,0.00032248480690338054
307,0.009669633080677711,0.0003675489155847771
308,0.008716740560021584,0.00036712334044911656
309,-0.028871163248341294,0.00031178272986385526
310,-0.02986023451764281,0.00043877322138676
311,0.005880870305997938,0.0004392896020303187
312,0.0127925906070444,0.00038765237527939203
313,-0.01910710119460368,0.000333124611194666
314,-0.018140241638377793,0.0003765042161166823
315,-0.02183247968469585,0.0003368292724717557
316,-0.004504603833710927,0.00035648060492649697
317,0.005558713314356006,0.0003010863012653986
318,-0.0183440386949674,0.0002597078892485566
319,-0.014469200709293131,0.0003074335346351535
320,0.021664005356050828,0.0002743943727313502
321,0.032318273982229105,0.00033987237294056793
322,-0.013668649024633345,0.00039240736456658954
323,0.005367174228315923,0.00040785587479141996
324,0.009035201577702622,0.00038283368458712143
325,0.022792518628020383,0.0003270177614325478
326,0.03316570146011755,0.00036110153813246845
327,0.03019638619084527,0.00045014163178850436
328,0.02278548875301091,0.00048109542566484047
329,0.003026247266989371,0.0004661621393552479
330,-0.014144047375151911,0.0003875812017313276
331,-0.01412451580331589,0.00035083257822258486
332,0.02193692501674934,0.00031306419549908214
333,0.010590712740094484,0.00037786780268997405
334,-0.025974276313817605,0.00031835628781165857
335,-0.03982674238132893,0.00039845967576249017
336,-0.07524000755014763,0.0005081852960289483
337,0.00648956645021717,0.001281913868898253
338,0.01038366786274807,0.001136008816693307
339,-0.031409098686372754,0.0009178297248882116
340,-0.03856557861953327,0.0009598726835763682
341,-0.01276026485642427,0.0009187753734748627
342,-0.061325700603617465,0.0007507084052614583
343,-0.005855859414330345,0.001383807938655231
344,-0.07243241034484259,0.0011343780863898542
345,-0.031899868048289634,0.0021499102663140256
346,0.062422566004823946,0.001735693990679577
347,-0.007898261670547156,0.00209839448191646
348,-0.0015092300900318256,0.0018730162639305728
349,0.039090751945986435,0.0015187147044132133
350,0.04311963626667347,0.0014985891753804541
351,-0.021842758985897687,0.001383265501585748
352,-0.034358033203312204,0.0012716874595105885
353,-0.011737320282418367,0.001105538921039571
354,0.06560875814370125,0.0008954896921767935
355,0.101003092625,0.0015067385741483225
356,-0.05704486490412072,0.0024007363231736477
357,-0.038284974655777175,0.0030760707848829956
358,-0.05477528501894763,0.00244918402376613
359,-0.0965866354487579,0.002467788752752211
360,-0.05451138498555023,0.003373248073552432
361,0.03368302732975197,0.002891768436190944
362,0.008086629037426492,0.002538504749766865
363,-0.045272805063506776,0.002043904968083978
364,-0.026576346138914297,0.0019768765998204366
365,0.018471568094923563,0.0016029199256838557
366,-0.02736768433756869,0.0013568327241543587
367,-0.03172610580510288,0.001355746371055004
368,0.06934095932602656,0.0011682103213691015
369,-0.019532176773078995,0.002014320870572074
370,-0.05465190827487014,0.0020126651192317524
371,0.044332124484476945,0.0018789391184495306
372,-0.0032106843047631627,0.0021491026527773525
373,0.018948987232212056,0.0018389477912382178
374,-0.0033042638547013305,0.001608623061549482
375,-0.041113704735973464,0.0013059768168368112
376,0.04340947250746861,0.0013134640119495272
377,0.07886610015627346,0.001647792684208967
378,0.04991145640739819,0.001985780546585568
379,-0.06608446156409123,0.0017864860616409882
380,-0.07554327913685889,0.002342997447874479
381,-0.033625110895966905,0.002295238252413243
382,0.07828779180420078,0.0019114852282729638
383,0.08316850505755503,0.002656706094295332
384,0.006663786386493849,0.0026668087962477926
385,0.019055750271084915,0.0021308267963014048
386,0.017884885414186508,0.0018734267066452448
387,0.005154377790995713,0.0015294575321564902
388,0.007272104937073127,0.0012269963721645023
389,-0.01534576174558068,0.0010010822447534989
390,0.05614732351935734,0.0008631287492583521
391,0.03374606982085076,0.0014381037990032336
392,-0.026096018005233913,0.0011911404304351307
393,-0.050635766877295575,0.0011057871773174884
394,0.01140274345517315,0.001157793315172922
395,-0.017829435831444383,0.0010335058709217617
396,0.0003011633640492484,0.0009996233645452278
397,0.06123542726056219,0.0008190898540538184
398,0.0211394770689008,0.001318002218706302
399,0.039086376167239804,0.0010599669640680561
400,0.020482796517901122,0.0011970337104060416
401,0.05228885125670397,0.0009900383678872915
402,0.018550701563490448,0.0013212030077410048
403,-0.01702556569259279,0.0010675682520880155
404,-0.015535842918188957,0.0009019638004002777
405,0.023896954462998207,0.0007413826300591235
406,-0.008566791467337773,0.0007341562029128517
407,-0.000992495109891749,0.0006636129482550154
408,0.0372727604531277,0.0005487544643994139
409,0.04996219658804283,0.0007042063508953248
410,0.029617410466989433,0.0008562109278252609
411,0.007552904335209784,0.0007720627450042479
412,0.031091816279810995,0.0006361661137307114
413,0.021979735984540515,0.000735666562109926
414,0.00046414133522448917,0.0006352004852998267
415,0.036393497884015795,0.0005211175222612129
416,0.03937021707106197,0.000733137700638814
417,-0.012656965190767491,0.0007503911286639813
418,-9.855565243366504e-05,0.0006813539892540749
419,0.006567395532089539,0.000576336025507257
420,0.04045910766243347,0.0004783872984453299
421,0.07010355773590757,0.0006800063911654607
422,0.06541392245950665,0.0012152456818940952
423,0.01096088157369427,0.0014597840471399048
424,-0.017026952447172828,0.0011713656482624085
425,0.0010224057700895328,0.000962964592961049
426,0.03177127680469597,0.0007914003201960079
427,0.021332613383224876,0.0008025627393190079
428,0.030024161184581313,0.0006788076268042437
429,-0.0020565900446795882,0.0007101602486632108
430,-0.03157312853267006,0.0005919954974919609
431,-0.015274864375642445,0.0006183328146437992
432,0.021519099185837103,0.0005139812856422694
433,-0.010477837303515338,0.0005118413718707619
434,0.004892986253307136,0.0004966179721201165
435,0.0017641752884883907,0.0004369250662802844
436,0.01188052229575635,0.0003648019531373413
437,0.009896572831632408,0.0003356698980654633
438,-0.003487337485587133,0.00029271860560400767
439,0.01812914889399952,0.0002549349228828285
440,0.026161817416954204,0.000303629676827791
441,0.01866300697541927,0.0003361240149410728
442,-0.005542434431572412,0.0003195824390527423
443,-0.03067784759674306,0.0002818241323956517
444,0.025788005593613942,0.00037200284773229817
445,0.0223204446297609,0.0005399885793246081
446,-0.04276068035200718,0.0004630481917899868
447,-0.020561067762231548,0.0007835061659793949
448,-0.004868894002867279,0.0006404557829143492
449,0.020147247951783687,0.0005301635109895328
450,0.008727764938457361,0.0005029117761846672
451,-0.017260148347676016,0.00041702270850962013
452,-0.028362690057210812,0.0004027270464108876
453,0.004440309123384943,0.00042737121216735753
454,0.02192361059861674,0.000377959824416061
455,0.03158538395856824,0.0003675316671016955
456,0.022202039282483616,0.00043450169302680517
457,0.002755233366399448,0.00041097679706278444
458,-0.012585666139115256,0.00034411844959065873
459,-0.016670976491818458,0.0003102033894330341
460,0.025245092055807217,0.0002937669234413903
461,0.019475853940846992,0.0004063247343839614
462,-0.013926064195511227,0.0003560082123753267
463,0.03144666631799842,0.00034949995083561236
464,-0.008668619054770715,0.0005843621420381597
465,0.015919062704049646,0.000561820869973515
466,0.007370435031652605,0.0005692158256577883
467,-0.013775587647122762,0.0004689382370560494
468,-0.0007659392234419471,0.0004248297000368931
469,0.02588442269812207,0.0003590388824133848
470,0.013176557900498603,0.00041299518941973634
471,0.0006469434962253325,0.0003504713822789589
472,-0.030135392715340954,0.00029635813637209464
473,0.016601689798294683,0.00040670748046179174
474,-0.003962128331008756,0.0004703244287416472
475,-0.022284276699444404,0.0004274688260191345
476,0.008191309950794028,0.00042219007774829686
477,0.0013357564222198847,0.0003928442932275521
478,-0.010345571607144092,0.0003339234862616766
479,-0.03025602663955794,0.00030041438856919563
480,0.014276322473692466,0.0003950153384422897
481,-0.010099320869068545,0.0004241116218271735
482,-0.025603718896710134,0.000425560478376863
483,0.004084746379290523,0.00043395824077864325
484,-0.0013960930824396156,0.00038283381010763116
485,-0.029493561523740858,0.00033037230258020053
486,0.003030368455575977,0.00043525460080138053
487,-0.0017543987938916162,0.000390354357409454
488,0.018365192769116325,0.00033803678086513514
489,-0.017238552619918853,0.00035850828951431135
490,-0.03406519973825493,0.00040568789619150307
491,-0.009259212433378523,0.00046786669210481735
492,0.019898725145414537,0.0003892227016845294
493,0.03547113592798035,0.000384807294779238
494,-0.012003974299287203,0.00047219479962816826
495,0.04786379014748592,0.0004675833127240438
496,0.036102283791804,0.0010149545033833675
497,0.05870827019389948,0.0008924238963615796
498,-0.024291544639586684,0.001305450210664339
499,-0.03483097227088352,0.001307831497727558
500,0.01461221434301113,0.001113604211523963
501,-0.013528988686723318,0.0009868329796980085
502,-0.014496049891859637,0.0009040643041670343
503,-0.03021613799718864,0.0007449854949148232
504,-0.03985395030027219,0.0007561705518854367
505,-0.0012478101302816934,0.000822377402906745
506,-0.009819153826900465,0.000675893372639733
507,-0.04064913790834714,0.0006001372075265495
508,-0.0980849910491725,0.0007671797134571902
509,0.10424006821191334,0.002078267128375208
510,-0.08731990509499234,0.004805757092737642
511,0.011294483694696673,0.007300852167690155
512,-0.0076871656494423716,0.006348684702305111
513,0.06907149573628693,0.005143841604066874
514,0.11151790785602521,0.005102787275105617
515,-0.026837362866158558,0.005559958433010751
516,0.017754537849727917,0.004889923121076956
517,0.06088334658751098,0.0042393991079622325
518,-0.14410858393125744,0.0038638612970985976
519,-0.055039862474873254,0.007980725358800489
520,0.013008308121014679,0.006311356024890678
521,-0.028162452958697588,0.005005458486713053
522,-0.043166493672499855,0.004285737857612702
523,-0.01996664167885727,0.003599893637778009
524,0.02388641120867705,0.002881278583030245
525,0.018522380020078184,0.0023949592283742304
526,0.017745064130090644,0.0019202033481697013
527,-0.0762700425771058,0.0015814696348045605
528,0.021143656475467502,0.0024580362888929506
529,-0.03250433911457149,0.0023901963690712343
530,-0.0845312812538708,0.002403842117542682
531,-0.03164089882106877,0.002885644718676581
532,0.01344842810801596,0.0023164903655066055
533,0.04111283463731721,0.001864887694651335
534,0.009356188919535704,0.0016860600212710822
535,-0.0012619494560017052,0.0013494054845384824
536,-0.03823201165721396,0.001084770522584916
537,0.018875558384682196,0.0011286735945338136
538,0.032585333235873024,0.0010879097710951669
539,0.04639731237302043,0.0009599823782798037
540,0.05225258691802442,0.0010729158479112512
541,-0.014033713222027915,0.0012211281718363734
542,-0.00612377916263112,0.0010828331174920157
543,0.021549757730124172,0.0008815566153970417
544,0.022128455688507135,0.0008013341806380681
545,-0.01221251567744071,0.0006920324237018534
546,-0.009353795888810626,0.0006124967702379611
547,-0.07985992464006655,0.0005036710842751386
548,-0.008869338311664823,0.0016102665577289565
549,-0.03927728206453548,0.0013287160503608643
550,0.0029452292313608976,0.0015299637904840943
551,-0.07749921266511793,0.0012619478271817886
552,0.004262703268990102,0.002386755402348853
553,-0.006298256344946138,0.002059015359058315
554,0.04361665794706449,0.0017184697579673692
555,0.008559124406956272,0.001784443249255223
556,-0.010894702218948019,0.001433361805729113
557,-0.02845508918991425,0.001158435671633099
558,0.0029634004862581676,0.0010412426381289034
559,0.041449457938432584,0.0008601213905505479
560,0.018412759382086124,0.0009471766710450977
561,-0.01484026361622369,0.0007737335830207265
562,-0.05622180302980037,0.0006674918011585027
563,0.01231234736730471,0.0010015190426171739
564,0.026682933128774004,0.0009528046401613438
565,-0.013994232499144263,0.0008087810640534742
566,0.054652541503574084,0.0007365349457999152
567,-0.006055850837204273,0.0013658211831839256
568,0.0025444081721793335,0.001217867656993884
569,0.03020747348694898,0.0010125713720172476
570,0.015010187939796023,0.0009735609400946894
571,-0.0035016581840500954,0.0007945419814980177
572,0.027582753841962654,0.0006485245605880736
573,0.07474198988700653,0.0007158068066082683
574,-0.03241130888544222,0.0014109848041016886
575,0.04307486034661471,0.0016339070838200017
576,0.10523757117965628,0.0021145488762802688
577,-0.05037038190080493,0.003132039594988665
578,-0.04342665148965764,0.003598945374933666
579,-0.018887342298197354,0.002881456397120225
580,-0.009749706691007448,0.0023259138666639726
581,0.02301458734216139,0.0018756981688100912
582,0.03537708080458434,0.0016004648942763234
583,-0.04269710894200484,0.0014186279622276162
584,-0.03022907265042576,0.001617541912568195
585,0.010651793860437568,0.0013203054713205522
586,-0.013217344809361025,0.0010945130954213914
587,0.0027147362259510323,0.0009695369713493594
588,-0.023198234919646395,0.0007980565294655268
589,-0.006591120318943226,0.0007798898124339781
590,-0.009554603961172888,0.000634978378150901
591,-0.023187874101904545,0.0005444864626375248
592,-0.004681040656956072,0.0005359857414952455
593,0.019578139241321374,0.0004426993004360439
594,-0.009670507359075238,0.0004268229773656155
595,-0.016551099611064796,0.00040837626984661517
596,-0.022295250579942298,0.0003629729600302605
597,0.010373679754551652,0.000373211209562315
598,0.04128892331402754,0.000355362593418024
599,0.017033479069767387,0.0005292517731530181
600,-0.026945773202336567,0.00044391162323113403
601,0.005346284060193171,0.0004965719774661292
602,-0.016413424220438465,0.0004627176269504024
603,-0.04610994043479193,0.0004801812389108836
604,-0.007800830182068071,0.0007082822883287762
605,0.05653963286162109,0.0005811891987671339
606,-0.00571804917288389,0.0009902360341539557
607,-0.024791604149329682,0.0009148529091671695
608,-0.0409497562124745,0.0007793796786260026
609,-0.02232619419772636,0.0008585050637784796
610,-0.004067636329482235,0.000732124376000777
611,0.011924426000929649,0.0005996484502478069
612,-0.017450150206239332,0.0005106023616080449
613,-0.003345142837487017,0.0005133993700244668
614,0.02934931744628796,0.00042766382902210937
615,0.034899415766149494,0.0005035088892444425
616,0.007025553122028421,0.0005396802063983833
617,-0.021334382349447522,0.0004455736411559099
618,0.0007533317372638693,0.0004333965559845236
619,0.02238949985810026,0.0003753359196237084
620,-0.01588499822073997,0.0003835978871181049
621,-0.02064078508824654,0.00042102061339010437
622,-0.006237155659946349,0.0003804508009964025
623,0.0051078558977352756,0.0003209798270495458
624,-0.013006506784279712,0.00027577033195903984
625,-0.0027009692507572224,0.0002838453060943927
626,-0.011016088139157713,0.00024461764506741786
627,0.008773865723139826,0.00024150998828496466
628,0.0012471541173223106,0.00023685446585216822
629,-0.000631145278917519,0.0002086735839314943
630,-0.020225151451550512,0.0001845226581292255
631,-0.003649461264316173,0.00024086958724273515
632,-0.002607888746080515,0.00021107405866720052
633,-0.005706223976824377,0.00019056513614391484
634,-0.015453811792846273,0.00017596984224212302
635,-0.01671274755459523,0.00019683978185449613
636,0.020101430201980918,0.00020676356971047733
637,0.01927634662571422,0.00028290144766200724
638,-0.0024177124131005037,0.0002638790103469008
639,0.00048445640563186677,0.0002332092169769358
640,0.002414335225704062,0.00020733123702701574
641,-0.0076356451160667195,0.00018411905809843953
642,-0.009565757649404174,0.00017836335812738635
643,0.011393292038242546,0.00016953732546012455
644,0.021455826361825952,0.00018677116627981602
645,0.012483218847374458,0.00021897479593094353
646,0.006015573565734931,0.0002038375680040455
647,-0.013356201835377208,0.0001865683825609175
648,0.0037760652051883306,0.00020071496209665175
649,0.009879635950269534,0.00019323696333366935
650,-0.018935864821455477,0.00018070099932634553
651,0.010734624132678143,0.0002501791982286104
