t,ret,sigma2_true
240,0.0005540317708552586,0.0001
241,-0.006123694022599079,0.0001
242,0.014242379749596187,0.0001
243,-0.006760354578679533,0.0001
244,0.005107855845573195,0.0001
245,-0.002191957515132153,0.0001
246,-0.009982210978470815,0.0001
247,-0.0008372621521788448,0.0001
248,0.0021397158064595137,0.0001
249,-0.012562949219918847,0.0001
250,0.018097255616086796,0.0001
251,-0.009232544959655815,0.0001
252,0.012431845013712322,0.0001
253,0.007501635818053523,0.0001
254,-0.01778286427504449,0.0001
255,0.0013087910558736587,0.0001
256,0.0016076929932263406,0.0001
257,-0.0015482892279262293,0.0001
258,-0.02963321469579851,0.0001
259,0.004178906078600914,0.0001
260,0.00609989914359977,0.0001
261,0.005437416698165141,0.0001
262,-0.02239783124062395,0.0001
263,0.026802056117954005,0.0001
264,0.006954341080585565,0.0001
265,-0.0012677660863253009,0.0001
266,0.011568301957952878,0.0001
267,0.002064170320168081,0.0001
268,0.009162380397414889,0.0001
269,-0.012090035995349647,0.0001
270,0.006219984943637072,0.0001
271,0.010548344723616659,0.0001
272,-0.0109254407332456,0.0001
273,-0.011377606868291144,0.0001
274,0.02637996624255256,0.0001
275,0.012279952213599836,0.0001
276,-0.0010463778754158399,0.0001
277,0.011218642220124577,0.0001
278,-0.012541550708680321,0.0001
279,-0.0008644818451574516,0.0001
280,-0.013644834117047014,0.0001
281,0.005322228847835396,0.0001
282,-0.004035582378428064,0.0001
283,-0.002169986366588982,0.0001
284,0.0054221266028337154,0.0001
285,-0.011330552712062424,0.0001
286,0.0014652329037696183,0.0001
287,-0.004911553701420229,0.0001
288,0.01290526258686549,0.0001
289,-0.0069175880234433485,0.0001
290,0.009762141735584864,0.0001
291,0.0017550852802997907,0.0001
292,0.007091153723042574,0.0001
293,0.0024845071586112105,0.0001
294,-9.859143869320575e-05,0.0001
295,-0.014169845553640958,0.0001
296,0.003666049926780763,0.0001
297,-0.011154127672302006,0.0001
298,-0.007484045631317393,0.0001
299,0.005687232904335919,0.0001
300,-0.0044297378073590715,0.0001
301,0.0018556107899218772,0.0001
302,0.008755615725818499,0.0001
303,0.00016891521751853544,0.0001
304,-0.003446019206688784,0.0001
305,0.009951882624087088,0.0001
306,0.0033717174489086518,0.0001
307,-0.014800340971704557,0.0001
308,0.012993214879153572,0.0001
309,-0.007167720332175399,0.0001
310,-0.014290083858509273,0.0001
311,0.00910782898626109,0.0001
312,-0.0054592546711159555,0.0001
313,-0.01115624725165767,0.0001
314,0.004720832448633395,0.0001
315,-0.011729648469039837,0.0001
316,-0.007690269368223214,0.0001
317,-0.000729932879375933,0.0001
318,0.007175815151724233,0.0001
319,0.0015396711561109883,0.0001
320,0.003955225154579279,0.0001
321,-0.002477542745523925,0.0001
322,0.01518751460602557,0.0001
323,0.0038229714184567064,0.0001
324,0.00621487718593711,0.0001
325,0.023025700397066133,0.0001
326,-0.015603934116689637,0.0001
327,0.0012371552364319309,0.0001
328,0.00888906923320364,0.0001
329,0.0016757717628722102,0.0001
330,0.00031415530653129106,0.0001
331,0.0040955819402570225,0.0001
332,0.008060126895053704,0.0001
333,-0.004977408156782419,0.0001
334,0.004569954751067561,0.0001
335,0.011225833570007284,0.0001
336,0.002596353569703795,0.0001
337,0.00889950550127867,0.0001
338,-0.0027214850640557343,0.0001
339,-0.002215896699575356,0.0001
340,-0.0010358198193985465,0.0001
341,0.0018638931853842571,0.0001
342,0.004019395997996339,0.0001
343,0.005424115939159175,0.0001
344,0.003133453395398522,0.0001
345,-0.007360521668493427,0.0001
346,-0.00440990498889204,0.0001
347,0.00581648708699218,0.0001
348,-0.013316639890286766,0.0001
349,0.012295863823841345,0.0001
350,-0.0009127956935689166,0.0001
351,0.021884662233227978,0.0001
352,-0.021993691863814665,0.0001
353,0.018934560840526346,0.0001
354,-0.014110425977267702,0.0001
355,-0.003966801430585853,0.0001
356,0.00704964004374044,0.0001
357,-0.003895476645543132,0.0001
358,0.005714867284665029,0.0001
359,-0.0031886685577496242,0.0001
360,0.012411689158431317,0.0001
361,-0.009112408014277526,0.0001
362,-0.015976749682766956,0.0001
363,-0.009339599770314969,0.0001
364,0.0017928364904880615,0.0001
365,0.00449124061359063,0.0001
366,0.013131131884572217,0.0001
367,-0.02121660541192499,0.0001
368,0.012112859065615291,0.0001
369,-0.0016232851650724955,0.0001
370,-0.009101052303212613,0.0001
371,0.0198296247784493,0.0001
372,-0.014187802114118355,0.0001
373,0.006338069151861456,0.0001
374,-0.0049476532452472945,0.0001
375,0.0016751552152352168,0.0001
376,-0.011231349029138402,0.0001
377,-0.0021698492697143786,0.0001
378,0.0004213377964773875,0.0001
379,-0.011931374852807292,0.0001
380,0.003575772633456389,0.0001
381,-0.0012930346686978154,0.0001
382,0.008869646533693385,0.0001
383,0.0016610139206195552,0.0001
384,-0.001078800595948246,0.0001
385,-0.007515213936791393,0.0001
386,-0.0171501222612831,0.0001
387,0.005305005427009449,0.0001
388,0.0019499155467431757,0.0001
389,0.00020199373610207982,0.0001
390,0.014130224524862655,0.0001
391,-0.012616572053392486,0.0001
392,-0.005636972044153192,0.0001
393,-0.011050748262706108,0.0001
394,0.02056330896255562,0.0001
395,0.005683120970402576,0.0001
396,0.014355443689016985,0.0001
397,-0.006050772266720853,0.0001
398,0.008511045719621989,0.0001
399,0.0024243172806485713,0.0001
400,0.003939545189666854,0.0001
401,-0.0002588838203937419,0.0001
402,0.0005370574607736268,0.0001
403,-0.013436756030216736,0.0001
404,-0.0035782554493981157,0.0001
405,0.014012199056394697,0.0001
406,0.007405021650193977,0.0001
407,-0.006365369722707137,0.0001
408,-0.015234451124841715,0.0001
409,0.026926745368433737,0.0001
410,-0.005022216752706445,0.0001
411,0.0002533504904332814,0.0001
412,0.0018548994892473533,0.0001
413,0.0026778145949672193,0.0001
414,-0.005294595153849258,0.0001
415,0.006807545329249454,0.0001
416,-0.011049040211414366,0.0001
417,0.003291722805584011,0.0001
418,0.014528643490559224,0.0001
419,0.0037919450749977976,0.0001
420,-0.0014096866995009978,0.0001
421,0.004234497286418247,0.0001
422,-0.011503052810659713,0.0001
423,-0.002294853468251838,0.0001
424,-0.0013402731328758233,0.0001
425,0.012821460545032318,0.0001
426,-0.00730133649458822,0.0001
427,-0.0034426214766881237,0.0001
428,-0.0015535856704365525,0.0001
429,0.019613505310184236,0.0001
430,-0.018486010674304967,0.0001
431,0.0053786399836485135,0.0001
432,4.457868437661175e-05,0.0001
433,0.006374635433231296,0.0001
434,0.0034447975219198757,0.0001
435,0.010731649319603572,0.0001
436,0.004832266221021113,0.0001
437,0.004576306207995455,0.0001
438,-0.0008676259721509166,0.0001
439,-0.0087572022501125,0.0001
440,0.025232514395420277,0.0001
441,-0.0035949592939878944,0.0001
442,0.0020349031912685177,0.0001
443,-0.0066102862457418825,0.0001
444,0.013151875575665304,0.0001
445,0.003716992547894043,0.0001
446,0.009504863593900416,0.0001
447,-0.0019963411279249497,0.0001
448,-0.007496230678995416,0.0001
449,0.002195884202075462,0.0001
450,0.0066850915950391,0.0001
451,-0.0013602281490405022,0.0001
452,0.0033143344804958427,0.0001
453,-0.005308364694843519,0.0001
454,-0.004713809484671917,0.0001
455,0.005697622571322886,0.0001
456,-0.0006515142007129549,0.0001
457,0.008752701438234608,0.0001
458,-0.006633115555637086,0.0001
459,-0.008598528226353883,0.0001
460,-0.0019450492895416028,0.0001
461,0.0025251587441616403,0.0001
462,-0.0005559837370371727,0.0001
463,-0.0062989091904287475,0.0001
464,0.002325222838563342,0.0001
465,0.006536915463965156,0.0001
466,-0.0031230110542865676,0.0001
467,0.009741043625548357,0.0001
468,0.0025608690501622406,0.0001
469,-0.016259704507380165,0.0001
470,0.004623995120121707,0.0001
471,-0.0029604045165118244,0.0001
472,-0.0036920870601247187,0.0001
473,0.007489791233986578,0.0001
474,0.0057003953209535455,0.0001
475,-0.01827000402500928,0.0001
476,0.0007890145207040444,0.0001
477,0.020211560582485567,0.0001
478,0.00797980918377447,0.0001
479,-0.01089928778455477,0.0001
480,-0.006916967646424843,0.0001
481,0.026583906580565034,0.0001
482,-0.01864067302082332,0.0001
483,0.007521862139275613,0.0001
484,-0.006246589896621625,0.0001
485,-0.014807068189359125,0.0001
486,0.012880386496350487,0.0001
487,-0.001589793996527089,0.0001
488,0.017732645513602093,0.0001
489,0.002646966902025649,0.0001
490,-0.006083078378286544,0.0001
491,-0.00832690820477913,0.0001
492,0.007234666133025761,0.0001
493,0.01972565975461853,0.0001
494,-0.02264871414534752,0.0001
495,-0.019738600381188163,0.0001
496,0.021178935041311676,0.0001
497,0.010906329646202832,0.0001
498,0.010399759742945255,0.0001
499,-0.01014350246499487,0.0001
500,-0.007625067182768836,0.0001
501,-0.007303980773056298,0.0001
502,-0.0063208560012259045,0.0001
503,0.0030592494599155206,0.0001
504,-0.008102545145395554,0.0001
505,0.013063648921948941,0.0001
506,-0.011739048847098378,0.0001
507,0.003722293581120722,0.0001
508,-0.010118683064339265,0.0001
509,-0.0010444127170868083,0.0001
510,-0.006553990732749787,0.0001
511,0.006058398435921213,0.0001
512,-0.00166033853812241,0.0001
513,-0.013868086340153163,0.0001
514,0.008736010530463445,0.0001
515,-0.01827254028042162,0.0001
516,0.0028910992265208514,0.0001
517,0.013023105790333517,0.0001
518,-0.017573870246909512,0.0001
519,0.011515000451540622,0.0001
520,-0.006890041410460227,0.0001
521,0.020562799806228788,0.0001
522,0.009440749406742888,0.0001
523,-0.002409111648575577,0.0001
524,0.011958741183002275,0.0001
525,0.013109319040451714,0.0001
526,-0.004347684074207959,0.0001
527,-0.000991453118001003,0.0001
528,-0.009641819887672504,0.0001
529,-0.017910304626248093,0.0001
530,0.010164813476038084,0.0001
531,-0.015990925585993916,0.0001
532,0.011159167940154289,0.0001
533,0.019382976313327954,0.0001
534,0.0011468203770535234,0.0001
535,0.0008863775434725346,0.0001
536,0.004391007729302467,0.0001
537,-0.0010772210617926463,0.0001
538,0.004203022635651081,0.0001
539,-0.0040472151717455525,0.0001
540,0.005588963504015843,0.0001
541,0.0045592464928647086,0.0001
542,0.0010851025665046044,0.0001
543,0.006835189764966388,0.0001
544,0.012769143911690215,0.0001
545,-0.0010806409214932085,0.0001
546,0.006372168297248666,0.0001
547,0.004979396611928633,0.0001
548,-9.566783948473324e-05,0.0001
549,-0.008519735873093074,0.0001
550,-0.0030189281149447422,0.0001
551,0.017328859078703438,0.0001
552,0.003997456004026397,0.0001
553,-0.005788592439956874,0.0001
554,-0.000868570513461745,0.0001
555,-0.0031098291566952186,0.0001
556,0.007332013379308135,0.0001
557,0.02366051713015832,0.0001
558,-0.009809837419410132,0.0001
559,-0.0013111788215787257,0.0001
560,0.007928152116853578,0.0001
561,-0.010160058299861231,0.0001
562,0.004659222062608365,0.0001
563,0.006227455598445663,0.0001
564,0.010470994108379214,0.0001
565,-0.007171709641758636,0.0001
566,-0.012310350957088958,0.0001
567,-0.0019800221168094377,0.0001
568,0.004414460853102585,0.0001
569,0.0009199781849200171,0.0001
570,0.012044896177203997,0.0001
571,-0.018854972721737927,0.0001
572,-0.0013618450051146374,0.0001
573,0.00645793822951396,0.0001
574,-0.00607391975764671,0.0001
575,0.008041895189641652,0.0001
576,-0.006012897315969502,0.0001
577,0.007901474733786652,0.0001
578,-0.005261128358180529,0.0001
579,-0.002401893458046286,0.0001
580,0.008591485160158325,0.0001
581,0.011621815026072,0.0001
582,-0.007561297417911538,0.0001
583,-0.013361765032492446,0.0001
584,0.0065776154137398455,0.0001
585,0.009807671101152951,0.0001
586,-0.008582309296373608,0.0001
587,-0.025347590340440027,0.0001
588,0.02126527721595783,0.0001
589,-0.008515447720752549,0.0001
590,0.0015842107086917793,0.0001
591,0.008139484284831409,0.0001
592,-0.0017860922244841814,0.0001
593,0.011194105791813161,0.0001
594,0.017410448728944643,0.0001
595,-0.002456583047168836,0.0001
596,0.0006509454157192882,0.0001
597,0.014593744395457933,0.0001
598,-0.0016237967734221914,0.0001
599,-0.007746894934162941,0.0001
600,-0.0020570340822307206,0.0001
601,0.0006941242007195902,0.0001
602,-0.018045778380239172,0.0001
603,-0.002827468182294557,0.0001
604,0.002079919641883079,0.0001
605,0.0020707384699299065,0.0001
606,0.0061151984968867285,0.0001
607,-0.015297503336731688,0.0001
608,-0.008984878186098107,0.0001
609,-0.010417120852301506,0.0001
610,-0.004000780715510559,0.0001
611,-0.002051834851882072,0.0001
612,0.01911975977745381,0.0001
613,-0.024183591192672424,0.0001
614,-0.01417879904299082,0.0001
615,0.01667722598230597,0.0001
616,-0.009255665083641087,0.0001
617,0.010765627018122219,0.0001
618,0.02142526596994332,0.0001
619,0.0029233202373756275,0.0001
620,-0.0027314025124299895,0.0001
621,0.0017284160211437846,0.0001
622,0.003728187730868068,0.0001
623,0.017070337885565463,0.0001
624,-0.017278333716235512,0.0001
625,0.017274528018197798,0.0001
626,-0.02564851716540063,0.0001
627,0.013141243114463907,0.0001
628,-0.012452323165111528,0.0001
629,0.010446398107374773,0.0001
630,0.0039428244418078405,0.0001
631,0.0010908269873192837,0.0001
632,0.010830838850481946,0.0001
633,-0.01836865577957958,0.0001
634,-0.002187502014763529,0.0001
635,-0.0012179595836610175,0.0001
636,0.004924950794911335,0.0001
637,0.003437859734523745,0.0001
638,0.029164967784291358,0.0001
639,-0.008262421357015952,0.0001
640,-0.010359406391701685,0.0001
641,-0.00037562726414547054,0.0001
642,-0.003188854105485074,0.0001
643,-0.0004987876665117351,0.0001
644,-0.015056329587316286,0.0001
645,-0.011443750517468914,0.0001
646,0.02234514455531579,0.0001
647,-0.009027997429196109,0.0001
648,-0.007134482118286857,0.0001
649,-0.003697589113421116,0.0001
650,-0.009099196363776695,0.0001
651,0.001626534634525767,0.0001
652,-0.0051990496857854795,0.0001
653,0.01102345225357852,0.0001
654,-0.017547910341939456,0.0001
655,-0.016762974071132693,0.0001
656,0.006310148355624974,0.0001
657,0.003383363831890356,0.0001
658,-0.0005683680018864315,0.0001
659,0.007532325823879811,0.0001
660,0.011105047460282416,0.0001
661,0.0002775364482712545,0.0001
662,-0.004512838335150879,0.0001
663,0.0030254676815951497,0.0001
664,0.020775744818931702,0.0001
665,-0.004433883313544036,0.0001
666,-0.003206729873237604,0.0001
667,0.002526080220072813,0.0001
668,-0.021502352153143146,0.0001
669,0.006707206498706219,0.0001
670,-0.004735438788156343,0.0001
671,0.022610611519302628,0.0001
672,-0.004737014713629196,0.0001
673,-0.015242915511312774,0.0001
674,-0.00581776307609736,0.0001
675,0.013356664132733807,0.0001
676,-0.003150416218915846,0.0001
677,-0.01901973705512398,0.0001
678,-0.013916949401438887,0.0001
679,0.002857625085224706,0.0001
680,-0.01212181856469264,0.0001
681,0.0008510483404300861,0.0001
682,0.006579262224471833,0.0001
683,-0.01888372432106348,0.0001
684,-0.001859415319952923,0.0001
685,0.01022958099776054,0.0001
686,0.004556082704023799,0.0001
687,0.005366751358406144,0.0001
688,0.0033410952863012146,0.0001
689,0.014731358827721492,0.0001
690,-0.0063241113236829315,0.0001
691,0.018921848469289456,0.0001
692,-0.0004910395711383941,0.0001
693,0.0040119276356793705,0.0001
694,-0.00040511441059289945,0.0001
695,0.005814955693701131,0.0001
696,-0.007590549705059315,0.0001
697,0.0023503885671765966,0.0001
698,-0.012294435553769072,0.0001
699,-0.01766588890177947,0.0001
700,0.009089711416407445,0.0001
701,-0.004635326059905296,0.0001
702,-0.004942643811450868,0.0001
703,-0.0009123043026860195,0.0001
704,-0.016556328202018,0.0001
705,-0.009793515964537492,0.0001
706,0.004664673902602876,0.0001
707,0.01405940089044945,0.0001
708,-0.007746365815374272,0.0001
709,0.006460873658011475,0.0001
710,-0.008555456259691242,0.0001
711,0.012188951248491172,0.0001
712,-0.0006431830252200657,0.0001
713,-0.004815504926710427,0.0001
714,-0.016043980668266285,0.0001
715,0.003508881271617369,0.0001
716,-0.0050924977911135025,0.0001
717,0.003020004163788154,0.0001
718,-0.0038980676894394928,0.0001
719,0.006854320046831859,0.0001
720,-0.010451950608506191,0.0001
721,0.006082017407110412,0.0001
722,0.004883448988293885,0.0001
723,-0.004877599921701128,0.0001
724,0.0112690197759294,0.0001
725,0.007951019042516922,0.0001
726,-0.0040951088961316325,0.0001
727,0.0005729824902472766,0.0001
728,0.019871154041039927,0.0001
729,-0.01594449198027226,0.0001
730,-0.00522726574675871,0.0001
731,-0.007172249820000255,0.0001
732,-0.00853703304046299,0.0001
733,0.0014153565350736932,0.0001
734,-0.011308360659276722,0.0001
735,-0.014328534080511737,0.0001
736,0.008468423175986874,0.0001
737,-0.006154834891826223,0.0001
738,0.0025138638438185635,0.0001
739,-0.005447130480896121,0.0001
740,-0.003708346488719272,0.0001
741,0.001728760489918721,0.0001
742,0.005080374992138668,0.0001
743,-0.004088856464289926,0.0001
744,-0.01468685182090728,0.0001
745,0.03235018987368271,0.0001
746,-0.01677193406750417,0.0001
747,-0.0044466340016781096,0.0001
748,-0.004943256017819368,0.0001
749,-0.011930928211214003,0.0001
750,-0.010060558243579872,0.0001
751,0.011871921487349826,0.0001
752,0.00042229443199730824,0.0001
753,-0.005723208271999023,0.0001
754,-0.0006855519178723987,0.0001
755,-0.005766192354051532,0.0001
756,0.002104221355063789,0.0001
757,0.0070806472350595845,0.0001
758,-0.008156162967215113,0.0001
759,0.018797549373957986,0.0001
760,-0.013386680067518345,0.0001
761,0.008943986840121279,0.0001
762,0.005183667180069947,0.0001
763,-0.007474179254387338,0.0001
764,-0.00034960645599137836,0.0001
765,0.005036344059925439,0.0001
766,-0.008903972030470475,0.0001
767,0.004534328424190119,0.0001
768,-0.009618355886444854,0.0001
769,0.006082222900824639,0.0001
770,-0.00381728529904958,0.0001
771,0.00656387987061586,0.0001
772,-0.017907365475943637,0.0001
773,0.023667755290447314,0.0001
774,-0.012734758731624754,0.0001
775,-0.014707817521528143,0.0001
776,0.0024488834258712478,0.0001
777,-0.0002989543808566074,0.0001
778,-0.009205610406166489,0.0001
779,0.002720837453479117,0.0001
780,0.00017202380795895166,0.0001
781,-0.001147397841552319,0.0001
782,-0.0020241330310800053,0.0001
783,-0.015313335498147796,0.0001
784,-0.0020244792304349576,0.0001
785,-0.00017970153885615847,0.0001
786,0.00022783944985442327,0.0001
787,0.004869701558308115,0.0001
788,-0.0088412151594654,0.0001
789,-0.004652785129048633,0.0001
790,0.0024472390864933367,0.0001
791,0.002565366578530327,0.0001
792,-0.011130356467524615,0.0001
793,0.008852240283511517,0.0001
794,0.006517302243991455,0.0001
795,0.02211996968751111,0.0001
796,0.0033198315864729857,0.0001
797,-0.0019693938984899667,0.0001
798,-0.0024465550445414066,0.0001
799,0.008346816863593573,0.0001
800,0.008694416313378642,0.0001
801,-0.009754707835466819,0.0001
802,0.006268491076067257,0.0001
803,0.022061259862259295,0.0001
804,0.0014817978005477106,0.0001
805,-0.005898200693474975,0.0001
806,0.015524918440217701,0.0001
807,0.01070914928381634,0.0001
808,-0.004575498065121914,0.0001
809,-0.00835324147179205,0.0001
810,0.01180628412561999,0.0001
811,-0.004387833181783109,0.0001
812,0.004049438963719997,0.0001
813,0.0013063806064511992,0.0001
814,0.007107157896708639,0.0001
815,-0.006678100719834299,0.0001
816,-0.007114685548828706,0.0001
817,-0.012875874879101813,0.0001
818,0.002226146800566237,0.0001
819,0.005657801635151192,0.0001
820,-0.009937102020858742,0.0001
821,-0.0033173089287151054,0.0001
822,-0.001918558891662099,0.0001
823,0.004491896505545219,0.0001
824,-0.011354782507409119,0.0001
825,0.009131843293799121,0.0001
826,-0.012616127142221592,0.0001
827,0.003779991599329099,0.0001
828,-0.01633196613852552,0.0001
829,-0.004927846629733773,0.0001
830,0.016453805378569577,0.0001
831,-0.0055800748718166215,0.0001
832,0.016044357151725152,0.0001
833,-0.002052754068310786,0.0001
